id,total_count
14_RiseOfLiteracy_NLWales_Journals,12717
488_NM_NM_Narodni_muzeum_Naprstkovo_muzeum,12590
9200448_Ag_EU_TEL_a1189_eCloud_Debrecen,12563
91673_Ag_SE_SwedishNationalHeritage_malmo_delfoto,12466
2022077_Ag_EU_HOPE_FESLibraryBreslau,12448
2058606_Ag_EU_LoCloud_FRS,12385
912__GrodzkaGate_NNTheatre_JARK,12328
26_APEF_BBAW_1,12233
2058401_Ag_EU_Daguerreobase,12110
2064116_Museu_National_Museum_Sweden,12091
2048079_AthenaPlus_SwedishArchives,12023
2058608_Ag_EU_LoCloud_DP,11962
2048210_EuropeanaFashion_1018,11961
403_Biblioteca_Digital_AECID,11952
350_EKT_AthensAcademy3,11909
567_DDB_dia_archiv,11884
2020711_Ag_EU_CARARE_EHB,11837
9200467_Ag_TEL_a1188_eCloud_Debrecen,11831
323_SOCH_BL,11822
2023005_Erfgoedplus_be_Minderbroeders,11772
2021668_Ag_NL_DigitaleCollectie_naturalis,11743
03916_Ag_FR_MCC_ARCHIM_IMAGE,11709
91694_Ag_SE_SwedishNationalHeritage_jonkoping,11630
0943102_Ag_BG_PenchoSlaveykov_ADVERT,11556
282_CulturaItalia_Fondo_Gabinio,11404
889_RepositoriFonsEspecialsUdL,11399
75_SOCH_VLM,11388
356_DDB_SKH,11139
936_Arhiva_Nationala_de_Filme_Photographs,10929
175_Museu_de_Ciencies_Naturals_de_Barcelona,10843
746_Norsk_Farmasihistorisk_Museum,10837
543_Hispana_BibliotecaCiconia,10822
2032013_Ag_EU_EInside_SPK,10763
2048201_EuropeanaFashion_1002,10694
92006_Ag_EU_TEL_a0107_TEL_OSZK_HEL,10626
0940444_Ag_PL_bc.pollub.pl,10572
91647_Ag_SE_SwedishNationalHeritage_smvk-mmcy,10572
92064_NL_ONB_Contemporary_History,10451
9200122_Ag_EU_TEL_a0031_KB,10443
233_Ag_EU_JHN_GUF_freimann,10298
2059212_Ag_EU_eSOUNDS_1008_Dizi,10234
2048004_Ag_EU_AthenaPlus_SiauliuMuziejus,10199
123_EKT_medousa,10157
2048206_EuropeanaFashion_1013,10075
2083601_Ag_EU_JE-JHN_leo-baeck-institute-nyc,10063
2064902_GR_TAPA,10057
2059222_Ag_EU_eSOUNDS_1030_LARHRA_CNRS,10046
11633_OpenUp_HerbariumGZU,10038
2023815_AG-EU_LinkedHeritage_Pictures-Bank.eu,10035
2032011_Ag_EU_EInside_Petofi_Irodalmi_Muzeum_PIM,9999
934__Trinity_College_Dublin_the_University_of_Dublin,9983
9200166_Ag_EU_TEL_a1062_Eu_Libraries_Zurich,9982
579_Hispana__BVDerechoAragones,9967
697_CulturaItalia_BibliotecaEstenseUniversitaria,9878
2048205_EuropeanaFashion_1012,9833
92060_Ag_EU_TEL_a0478_Austria,9768
371_EuropeanaFashion_1034,9758
700_EuropeanaFashion_1120,9756
2048316_Ag_EU_ApeX_EETLA,9753
572_DDB_gotha,9721
2022084_Ag_EU_HOPE_OSAPolishUndergroundPub,9664
91659_Ag_SE_SwedishNationalHeritage_skansen,9660
149_Photoconsortium_Kaleidoscope,9649
2048213_EuropeanaFashion_1023,9643
09901_CH_MediathequeValais_k,9641
93_RoL_NLLatvia_Collection_417373,9630
1043_DDB_MHD,9591
92076_Ag_EU_TEL_a0497_DutchBooksOnline,9484
2026104_Ag_EU_PartagePlus_1012,9408
2048015_Ag_EU_AthenaPlus_BibilotecaAcademi,9370
249_DDB_Technoseum,9362
2022316_Ag_UK_CultureGrid_DurhamCountyCouncil,9351
2022079_Ag_EU_HOPE_FESDigBib,9343
15504_Ag_AT_Kulturpool_khm_vf,9340
2022052_Ag_EU_HOPE_OSASlot03,9340
2048442_Ag_DE_DDB_Werkbundarchiv,9340
91644_SwedishNationalHeritage_smvk_mmeg,9287
07101_Ag_SK_EuropeanASNG,9203
330_CARARE_INP_Bucharest,9179
760_EKT_ASKI,9146
672_DDB_BadischeLandesbibliothek,9134
9200208_Ag_EU_TEL_a1020_University_Vienna,9116
2022078_Ag_EU_HOPE_FESNeueZeit,9112
9200182_Ag_EU_TEL_a1048_EUlibraries_UK,9099
133_SOCH_UVLM,9086
225_Meise_Botanic_Garden_LivingPlants,9040
0943108_Ag_BG_PenchoSlaveykov_LIBVAR_ARTICLE_2014,8951
2048202_EuropeanaFashion_1004,8909
614_Ag_EU_eSounds_1044_PhilharmonieDeParis,8786
00740_A_DE_Landesarchiv_ese_5_0000169068,8779
489_Kulturpool_MMNO,8666
2048427_Ag_DE_DDB_Institut_fur_deutsche_Sprache,8509
9200290_NL_ONB_EC1914_Picture_material_Texts,8457
990_DDB_KUG,8457
916117_Ag_SE_Osterlen,8456
666_DDB_IndustriesalonSchoneweide,8390
2022001_Ag_EU_HOPE_AMSAB60-56,8370
2021624_Ag_NL_DigitaleCollectie_atria,8183
2022359_Ag_UK_CultureGrid_Beaford,8182
11623_Ag_EU_OpenUp!_MRAC,8181
2022713_Ag_ES_Hispana_ccbae,8156
346_SOCH_Grenna,8146
320_CZ_DigitalLibrary_monograph,8107
13_EKT_Onassis,7980
1067__EuskoJaurlaritza_oai_EJ_GV_s_es,7977
9200231_Ag_EU_TEL_a1081_Collections_1914-1918,7865
2022370_Ag_UK_CultureGrid_North_Lincs,7859
1035__LIBVAR_ADVERT,7794
2048349_Ag_EU_ApeX_PL42APO,7776
547_CY_BC,7744
159_Ag_EU_JHN_YIVO,7621
2051917_Ag_EU_EUscreenXLCore_1023,7580
2064101_Lithuanian_Art_Museum,7500
2051944_Ag_EU_1047,7466
9200440_Ag_EU_TEL_a1167q_eCloud_Croatia,7395
2048204_EuropeanaFashion_1009,7360
267_CulturaItalia_Biblioteca_Digitale_Trentina,7292
2051921_Music_Libray_of_The_Friends_of_Music_Society,7119
1_RiseOfLiteracy_NLWales_Newspapers,7052
92067_Ag_EU_TEL_a0490_EstoniaETravel,7047
1133_Museumssenteret_i_Hordaland,6949
1041_Hispana_ArchivoDiputacionProvincialdeCaceres,6923
412_SOCH_tr,6923
2024918_Ag_EU_EuropeanaPhotography_Israel_1070,6882
893_UMP_Biospecimens,6877
0940416_Ag_PL_obc.opole.pl,6868
9200170_Ag_EU_TEL_a1019d_EU_Libraries_Vienna,6716
2048429_Ag_DE_DDB_MKG,6692
2048233_EuropeanaFashion_1057,6685
10001_L_CH_dodis,6684
2023010_Erfgoedplus_be_Stadsmus,6661
9200137_Ag_EU_TEL_a0552_Denmark,6616
492_DDB_Kiel,6589
2064912_GR_EETE,6570
855__Regionaal_Archief_Tilburg_NEW,6569
0940405_Ag_PL_bcpw.bg.pw.edu.pl,6528
495_DDB_darm,6521
2059516_EU_FD_Collections_Trust,6502
2059213_Ag_EU_eSOUNDS_1013_ITMA,6498
307_Hispana_MemoriaVasca,6426
11612_OpenUp_IBSAS,6404
0940447_Ag_PL_bbc.mbp.org.pl,6396
02302_Ag_MG_itineraries,6331
879_DepositoAcademicoDigitalUniversidadNavarra,6308
150_Ag_EU_JHN_AllianceIsraelite_part1,6229
1112_BNCR__maniscrittimoderni,6190
2058201_AG_ES_CIB_MFM,6159
2059510_EU_FD_GenCat,6126
2058616_Ag_EU_LoCloud_BJC,6110
788_Museene_for_kystkultur_og_gjenreisning_i_Finnmark_IKS,6065
2059214_Ag_EU_eSOUNDS_1007_ICH,5962
2024902_Ag_EU_EuropeanaPhotography_Poland_1008,5926
901__Norrbottens_museum_2,5875
2023006_Erfgoedplus_be_MLeuven,5815
2026113_Ag_EU_PartagePlus_1028,5814
2022093_Ag_EU_IALHI_1001_IIISH_DutchLabourMovement,5806
213_DDB_Sorben,5802
2023012_Erfgoedplus_be_Jenever,5756
967__OO_Landes_Kultur_GmbH,5743
91683_Ag_SE_SwedishNationalHeritage_ajtte_objekt,5700
536_CY_HMSN,5684
916116_Ag_SE_hem_delfotografi,5644
91680_Ag_SE_SwedishNationalHeritage_hem_delobjekt,5619
2048214_EuropeanaFashion_1031,5608
11618_Ag_OpenUp_ZFMK,5602
2025901_Ag_DE_1989,5601
07932_L_DE_UniLibHeidelberg_handschriften_IIIF,5599
2064950_GR_Ymca,5588
2020738_Ag_EU_CARARE_UniversidadJaen,5544
9200310_Ag_EU_TEL_a0549d_1914-1918,5518
544_Hispana_Castellon,5510
0943110_Ag_BG_PenchoSlaveykov_LIBVAR_ARTICLE_2015,5498
9200210_Ag_EU_TEL_a1019f_University_of_Vienna,5467
2059219_Ag_EU_eSOUNDS_1015_BNF,5432
2051909_Ag_EU_EUscreenXL_1027,5422
2064942_GR_POLYGYROS_KOTSIANOS,5418
2022038_Ag_EU_HOPE_FESLibrary,5364
890_Catalonica_BiPaDi,5356
08629_EFG_National_Library_of_Scotland,5352
15513_Ag_AT_Kulturpool_belvedere,5343
625_DDB_Mediathek_HU,5335
9200101_Ag_EU_TEL_Europeana_Libraries_a1012,5285
9200119_Ag_EU_TEL_a1047folder_EuLibraries_Wales,5238
299_Hispana_bitoteko,5188
315_DDB_exilpresse,5172
2022094_Ag_EU_IALHI_1001_IISH_Paradiso,5162
2059515_EU_FD_ICIMSS,5157
297_Hispana_minerva,5144
2058701_Ag_SW_WikimediaSverige_wlm-se_2011,5129
2021726_Ag_CY_anakoinwthenta_PIO_1,5111
9200235_DOAB_OAPEN_Foundation_eCloud,5099
9200171_Ag_EU_TEL_a1019e_EU_Libraries_Vienna,5092
494_DDB_lbmv,5063
247_AlliedMuseum,5045
9200311_Ag_EU_TEL_a0549e_1914-1918,5039
632_BibliotekaCyfrowaWBPwLublinie_pt1,5019
796_DDB_Gleimhaus,5019
348_SOCH_skop,5016
566_CY_Morphou,4986
2048230_EuropeanaFashion_1052,4974
00737_A_DE_Landesarchiv_ese_5_0000084159,4939
2059206_Ag_EU_eSOUNDS_1011_FMS,4872
946_EKT_national_gallery,4836
2058812_Ag_EU_EAGLE_RIB,4762
2048222_EuropeanaFashion_1045,4743
09309_Ag_EU_JHN_LeoBaeckInstitute_Art,4705
983_NLF_CMF,4686
9200471_Ag_TEL_a1187_eCloud_Debrecen,4551
0940419_Ag_PL_wolnelektury.pl,4530
636_Ag_IF_MFA,4512
92061_Ag_EU_TEL_a0479_Austria,4507
87_Ag_BG_PenchoSlaveykov_LIBVAR_ARTICLE_2019,4455
2048374_Ag_EU_ApeX_NL_IISG,4434
0940430_Ag_PL_suw.biblos.pk.edu.pl,4425
9200118_Ag_EU_TEL_a1024folder_EuLibraries_Wales,4406
1021_EKT_OTE,4397
628_Museu_MiedzynarodoweCentrumZarzadzaniaInformacja,4386
634_DDB_BBW,4371
2023867_AG-EU_LinkedHeritage_KreuzwaldiMuseum,4352
744__Leiden_University_Libraries_AnatomicalDrawings,4337
467_CARARE_DANS_PAN2,4250
2064945_GR_ASCSA,4246
514_DDB_AES,4218
774_Ag_FI_ForumMarinum,4196
2064905_GR_EDIK,4173
9200485_NL_Periodicals_Moldova,4169
748_Anno_Trysil_Engerdal_Museum,4161
91631_Ag_SE_SwedishNationalHeritage_shm_art,4140
9200178_Ag_EU_TEL_a0532_EUcollection14-18_Rome,4119
2023007_Erfgoedplus_be_PGRM,4102
2064920_GR_EIM,4088
1009_DDB_DEA,4074
11625_Ag_EU_OpenUp!_RBINS,4074
1100_Chester_Beatty_Library,4048
2058704_Ag_SW_WikimediaSverige_wlm-se_2013,4028
568_DDB_pfalzbib,4019
2064134_Frankfurter Goethe-Haus _ Freies Deutsches,4007
2064903_GR_ysma,3989
92070_Ag_EU_TEL_a0492_AustriaETravel,3979
1003_DDB_SMB,3975
9200348_Ag_EU_TEL_a1167f_eCloud_Croatia,3963
2020703_Ag_EU_CARARE_Ceti,3944
710_Anno_Kvinnemuseet,3890
2022083_Ag_EU_HOPE_OSASovietTV,3875
532_DDB_SBB,3873
283_CulturaItalia_Palazzo_Madama,3825
2064303_Ag_IT_DASI_obj_img_set,3799
769_DDB_AddF,3792
739_EuropeanaFashion_1121,3766
9200271_Ag_EU_TEL_eCloud_a1203_Edinburgh,3704
376_Photoconsortium_KIK_IRPA,3700
743_BibliotekaCyfrowaUniwersytetuWroclawskiego_ptII,3671
144_SOCH_SVKN,3670
2058636_Ag_EU_LoCloud_Munch,3665
2022091_Ag_EU_HOPE_1006_TEC_UK,3653
9200390_Ag_EU_TEL_a1167d_eCloud_Croatia,3641
486_SZM_Slezske_zemske_muzeum,3615
795_Phaidra_Padova_erbari_illustrati,3612
2048424_Ag_DE_DDB_Wurzburg,3611
39_RoL_CulturaItalia_cnr_ovi,3565
2023022_Erfgoedplus_be_Mijnmuseum,3542
955_EuropeanaFashion_1136,3535
2022082_Ag_EU_HOPE_OSAHedervary,3524
602_Ag_SE_SwedishNationalHeritage_SDM,3484
9200146_Ag_EU_TEL_a1052_E.Libraries_Vienna,3467
830_Museu_HungarianUniversityFineArts,3460
2064110_Museu_ScholaGraphidis,3453
787_Anno_Odalstunet,3448
9200406_Ag_EU_TEL_a1181_eCloudLeuven,3432
1040_Dansmuseet,3415
2059528_EU_FD_NBHT,3414
00101_M_PT_Gulbenkian_biblioteca_digital,3413
466_Ag_JHN_AmericanSephardiFederation,3398
425_Digitale_Collectie_Museum_Wereldculturen,3386
2023011_Erfgoedplus_be_Maaseik,3364
2064140_Benaki_Museum,3347
2021724_Ag_CY_Satiriki_epitheorisi,3344
2058703_Ag_SW_WikimediaSverige_wlm-se_2012,3325
9200352_NL_DigitalCollections_Zagreb,3313
2026124_Ag_EU_PartagePlus_1035,3311
9200367_Ag_EU_TEL_a1265_Newspapers_Serbia,3272
340_Hispana_UniversidadOviedo,3268
470_NM_VM_Narodni_muzeum_Virtualni_muzeum,3248
192_DDB_Roscheider,3239
155_DRI_DublinCLA_Jacobs_Collection,3227
91663_SwedishNationalHeritage_FMB,3224
91642_Ag_SE_SwedishNationalHeritage_smvk-oa-partob,3206
0940401_Ag_PL_archiwummuzykiwiejskiej.pl,3190
73_Ag_SE_SwedishNationalHeritage_s_om,3186
18_RoL_ICCU_Foglio,3163
762_Biblioteka_Cyfrowa_Uniwersytetu_Jana_Kochanowskiego_w_Kielcach,3159
1116_DDB_BGH,3145
92053_Slovenia_ECC_posters,3144
303_Hispana_RODIN,3127
2020108_Slovenia_Culture_si,3126
444_Hispana_Capuchinos,3124
9200234_OAPEN_Foundation_eCloud,3121
490_CY_NeapolDigs,3118
894_Observatoire_de_Paris,3085
2032015_Ag_EU_EInside_RBINS,3082
44_RoL_NLScotland_Chapbooks,3080
775_Biblioteka_Cyfrowa_Zaglebia_Miedziowego,3037
2059502_EU_FD_Austria,3035
2020105_Slovenia_sigledal_images,3000
2058613_Ag_EU_LoCloud_AIT,2983
2058619_Ag_EU_LoCloud_DP-e,2961
198_Meise_Botanic_Garden,2945
2048053_Ag_EU_AthenaPlus_MUO_Arch,2945
9200475_Ag_TEL_a1418_BNCF,2944
2022361_Ag_UK_CultureGrid_MAN-REG,2942
995_DDB_SMNS,2924
02301_Ag_IT_MG_catalogue,2888
91646_Ag_SE_SwedishNationalHeritage_smvk-mmgrom,2858
349_Hispana_UVaDOC,2854
2058803_Ag_EU_EAGLE_UOXF,2841
1033__Naturalis_AMPHIBIA,2821
113_RoL_CulturaItalia_cnr_ovi_plutei,2805
02030_Ag_PT_DGPC_ALL_Masterpieces,2802
565_SOCH_gamla,2780
925_Ministerul_Culturii_UMP,2771
3_EKT_Kazantzakis_Museum_Foundation,2747
132_SOCH_enkopings,2746
2064901_GR_NOESIS,2729
747_Norsk_Maritimt_Museum,2719
2022503_Slovenia_Kamra_Album,2717
183_DDB_Staatsgallerie_Stuutgart,2700
9200268_Ag_EU_TEL_eCloud_a1178_Edinburgh,2697
2064115_FHXB,2696
1091_DDB_DKS,2675
465_Ag_JHN_YeshivaUniversityMuseum,2665
720_Hispana_ArchivoProvincialBadajoz,2664
874_DDB_CIL,2657
9200457_Ag_TEL_a1167s_eCloud_Croatia,2645
9200142_Ag_EU_TEL_a1057_E.Libraries_Ghent,2638
963_BNCR__fotografie,2634
520_APEF_MNL_Festetics_csalad_fenykepek,2622
2026119_Ag_EU_PartagePlus_1033,2620
92026_Ag_DK_kb.partiprogrammer,2605
378_Musem_of_Arts_and_Crafts_archeology,2599
03930_Ag_FR_MCC_MEMOIRE_SDAP_IMAGE,2587
255_DRI_Transport_Infrastructure_Ireland,2582
2064934_GR_Eforeia_Euboea,2577
2026128_Ag_EU_PartagePlus_1041,2575
2058804_Ag_EU_EAGLE_AUSONIUS,2571
415_EKT_laskaridis_archives,2568
706__Trinity_College_Dublin_University_of_Dublin,2566
2051930_Ag_EU_EUscreenXLCore_1027,2530
2026004_Ag_EU_DCA_1011_Reykjavik_Art_Museum,2508
2048224_EuropeanaFashion_1047,2499
92091_Ag_UK_TEL_a1009e_EuropeanaLibraries,2471
601_Ag_SE_SwedishNationalHeritage_SVVM,2468
9200214_Ag_EU_TEL_a0537_Collections_1914-1918,2468
2064124_Stiftung Domäne Dahlem - Landgut und Museu,2467
944__Forsviks_bruk,2467
09903_CH_MediathequeValais_s,2464
429_Hispana_CatedraMariusTorres,2454
2064948_GR_ MCF,2424
2020727_Ag_EU_CARARE_Slovakia,2414
2058617_Ag_EU_LoCloud_GKR-e,2414
9200139_Ag_EU_TEL_a1035_Belgium,2392
09717_L_IE_IVRLA_MyHomeDistrict_ese.xml,2373
45_RoL_NlScotland_EnglishBallads,2351
08618_EFG_Estonian_Filmarchives,2343
487_UPM_Umeleckoprumyslove_museum_v_Praze,2337
2022095_Ag_EU_IALHI_1001_IISH_AHP,2335
1004_DDB_BK,2318
2023016_Erfgoedplus_be_MuseumAarschot,2296
713_DDB_Staatsbibliothek_Bamberg,2296
884_Slovakiana_STM,2285
0943109_Ag_BG_PenchoSlaveykov_LIBVAR_ADVERT_2014,2257
91639_Ag_SE_SwedishNationalHeritage_smvk-mm,2249
971_Jewish_Historical_Institute_Czestochowa,2213
91662_Ag_SE_SwedishNationalHeritage_gsm_underobjek,2196
2058705_Ag_SW_WikimediaSverige_wlm-se_2014,2183
91_RoL_NLScotland_CrawfordBroadsides,2181
541_Hispana_BDUniversidadAlcala,2176
91685_Ag_SE_SwedishNationalHeritage_ajtte_vaxt,2165
2023008_Erfgoedplus_be_ProvincieLimburg,2140
321_EKT_els,2140
16_RoL_KB_AlbaAmicorum,2138
2024919_Ag_EU_Photoconsortium_eSpace_Promoter,2132
2022058_Ag_EU_HOPE_MSHSlot04,2116
9200454_UL_Icono_Lucian_Blaga,2116
393_DRI_DCLA_2,2107
1002_DDB_NM,2103
9200362_Ag_EU_TEL_a1190_eCloud_Dialnet,2101
2048217_EuropeanaFashion_1030,2089
2026117_Ag_EU_PartagePlus_1017,2082
08615_Narodni_filmovy_archiv,2072
2059201_Ag_EU_eSOUNDS_1003_Latvia,2071
2023015_Erfgoedplus_be_MOT,2062
9200272_Ag_EU_TEL_eCloud_a1204_Edinburgh,2052
286_CulturaItalia_MAO,2041
00743_A_DE_Landesarchiv_ese_6_0000002523,2015
208_Ag_BG_PenchoSlaveykov_LIBVAR_PHOTO,2004
9200269_Ag_EU_TEL_eCloud_a1201_Edinburgh,2001
2059513_EU_FD_LocalGovernment,2000
2023104_Ag_CZ_Elocal_VCM,1994
15510_Ag_AT_Kulturpool_omv,1987
9200363_Ag_EU_TEL_a1191_eCloud_Dialnet,1985
9200316_Ag_EU_TEL_a11219_Scotland,1978
9200506_NL_Handrit_Iceland,1970
9200498_Ag_BnF_occitanica,1962
434_JHN_WeWereThereToo,1959
916101_Ag_SE_SwedishNationalHeritage_gsm_digitaldo,1948
106_RoL_NLScotland_EarlyGaelicBooks,1923
9200189_Ag_EU_TEL_a1015_EUlibraries_Madrid,1918
92092_Ag_UK_TEL_a1009f_EuropeanaLibraries,1912
91657_Ag_SE_SwedishNationalHeritage_GFM,1906
197_University_of_Latvia_Academic_Library,1905
118_CZ_DigitalLibrary,1891
1047_Brixiana,1886
9200442_Archive_NLRomania,1880
2021004_Ag_FI_NDL_ephemera_mv,1877
2048423_Ag_DE_DDB_Freiberg,1868
865_eKultura_IvanUlcnik,1848
2064915_GR_Olympic_Museum,1842
750_DDB_Maya_Image_Archive,1839
500_EUscreen_Fina,1820
9200173_Ag_EU_TEL_a1118_EU_Libraries_Wales,1816
11639_Ag_EU_OpenUp!_ECBOT,1800
2026007_Ag_EU_DCA_1017_Museums_Fine_Arts_Belgium,1796
2064121_Museu_StiftungHaendelHausHalle,1791
1014_DDB_SME,1788
2022305_Ag_UK_ELocal_LDGEF,1773
212_DDB_DKA,1768
860_Centropa_JHT,1763
153_SOCH_Arsenalen,1750
2026105_Ag_EU_PartagePlus_1013,1739
2064925_GR_BENIAMIN,1738
2023013_Erfgoedplus_be_FeliXart,1734
665_APE_KocUniversity,1719
736_DDB_StadtmuseumBE,1715
1007_EKT_MA,1709
2058810_Ag_EU_EAGLE_UBB,1700
0940410_Ag_PL_digital.fides.org.pl,1698
2059216_Ag_EU_eSOUNDS_1001_ONB,1691
2064501_Ag_IRE_UCD_IIIF,1684
535_SOCH_APS,1653
05813_RO_BAR-Medievalia,1651
9200312_Ag_EU_TEL_a0544_1914-1918,1645
2051918_Ag_EU_EUscreenXLCore_1019,1644
03707_M_FR_CiteMusique_CO,1636
2064133_Museumsdorf Cloppenburg - Niedersächsische,1625
08614_EFG_eye_Film_Instituut,1614
11637_LeibnizInstitute,1601
916107_Ag_SE_SwedishNationalHeritage_arbmus,1598
97_RoL_NLLatvia_Collection_748774,1590
2021003_Ag_FI_NDL_fragmenta,1588
9200249_Ag_EU_TEL_a1155_Amsterdam_UV_eCloud,1574
2064129_ Stiftung Deutsches Technikmuseum Berlin,1573
15416_L_IE_IMC_oireachtas,1568
574_DRI_Oireachtas_Library_Dublin_Castle,1567
92030_Ag_DK_kb.rbs,1560
618__IHLIA_LGBTI_Heritage_ATRIA,1558
571_Hispana_FondoHistoricoCortesAragon,1554
9200211_Ag_EU_e-Codices,1554
254_CARARE_eheritage_si_UIRS,1548
2048605_Ag_EU_DM2E_bbaw_dta,1547
404_MuseoVirtualdelSeguro,1537
848_UBL_JonkerPhotographs,1532
229_Ag_EU_JHN_GUF_judaicaffm,1507
2022002_Ag_EU_HOPE_AMSAB61-92,1506
2058813_Ag_EU_EAGLE_APH,1500
2051933_Ag_EU_EUscreenXLCore_1028,1492
342_Hispana_IURISDigital,1489
9200246_Ag_EU_TEL_a1154_Amsterdam_UV_eCloud,1489
645_CulturaItalia_BibliotecaNazionaleSportiva,1487
9200504_NL_baekur_Iceland,1483
931_Arhiva_Nationala_de_Filme,1474
2064951_GR_HOC,1460
91691_Ag_SE_SwedishNationalHeritage_ajtte_insekter,1460
334_MUSEU_SPK,1444
304_Hispana_UPNavarra,1436
2064201_Ag_EU_Digiphil_atett,1435
91656_Ag_SE_SwedishNationalHeritage_Teleseum,1407
11641_Ag_EU_OpenUp!_BATCH17:NBCNL_DWCA,1400
2023019_Erfgoedplus_be_Heidebloemke,1382
9200199_Ag_EU_TEL_a1130e_EUCollections1418_Italy,1370
2051924_Ag_EU_EUscreenXLCore_1014,1356
9200262_Ag_EU_TEL_eCloud_a1172_Edinburgh,1355
1032__Naturalis_PISCES,1333
637__The_Blavatnik_Archive_Postcards,1326
9200396_Ag_EU_TEL_a0639_ft_Newspapers_Luxembourg,1319
2021625_Ag_NL_DigitaleCollectie_erfgoedleiden,1314
805_DDB_BadDurkheim_Stadtmuseum,1313
534_Photoconsortium_Brugge,1308
74_Ag_SE_SwedishNationalHeritage_kulturen_digitalbild,1308
945__European_Heritage_Awards_Archive,1302
384_CARARE_Musee_Archeologie_nationale_Saint_Germain_en_Laye,1294
9200336_Ag_EU_TEL_a1227_Bulgaria,1294
2048406_Ag_DE_DDB_MPIWG,1286
9200503_Ag_BnF_cnum.cnam,1274
593_Hispana_RepositorioUniversidadHuelva,1267
960__JewishHistoryTours1,1265
03710_M_FR_CiteMusique_NP,1264
08622_EFG_Imperial_War_Museums,1261
0943111_Ag_BG_PenchoSlaveykov_LIBVAR_ADVERT_2015,1259
9200204_Ag_EU_TEL_a1133a_EUCollections1418_Italy,1256
10_KB_RiseOfLiteracy_Centsprenten,1255
2051939_Ag_EU_EUscreenXLCore_1039,1253
508_Ag_FI_NDL_Pagode,1248
00723_A_DE_Landesarchiv_ese_1_0000002951,1247
863_TTP_headstones,1238
847__Riksidrottsmuseum,1231
2058814_Ag_EU_EAGLE_UNIPU,1228
2064923_GR_AcademyPublications,1217
475_SML_Severoceske_muzeum_v_Liberci,1214
186_Museu_Pisa,1211
993_DDB_RSN,1205
578_Photoconsortium_ICIMSS,1204
9200133_NL_S2_Zagreb,1204
2064930_GR_TositsasFoundation,1203
916115_Ag_SE_LitografiskaMuseet,1196
9200138_Ag_EU_TEL_a1004_Belgium,1195
369_CARARE_UNIBO,1190
766_Anno_Norsk_utvandrermuseum,1188
218_CZ_DigitalLibrary_map,1185
2026012_Ag_EU_DCA_Kulturpool_ars,1182
2051936_Ag_EU_EUscreenXLCore_10161,1174
92090_Ag_UK_TEL_a1009d_EuropeanaLibraries,1171
9200236_Ag_EU_TEL_a0567_Collections1914-1918,1165
9200207_Ag_EU_TEL_a1072_Madrid,1161
9200298_Ag_EU_TEL_a0530_EUcollection14-18,1153
2021619_Ag_NL_DigitaleCollectie_Martena,1141
818_APEF_NA_Malta,1118
2058607_Ag_EU_LoCloud_HU,1113
1000_EKT_DBP,1106
2026103_Ag_EU_PartagePlus_1010,1102
130_EKT_ouranos,1098
2022367_Ag_UK_CultureGrid_Halton,1090
92012_NL_timarit_Newspapers_Iceland,1081
1012_Philharmonie_de_Paris,1080
996_ekultura_msu,1072
615_615_Dublin_City_Library_and_Archive,1062
9200267_Ag_EU_TEL_eCloud_a1177_Edinburgh,1061
2058630_Ag_EU_LoCloud_PrifUK_KAEG,1056
9200441_Ag_EU_TEL_a1167l_eCloud_Croatia,1055
2058609_Ag_EU_LoCloud_PSRL,1054
2051942_Ag_EU_EUscreenXLCore_1010,1048
2048707_Ag_EU_3D-ICONS_POLIMI,1041
9200120_Ag_EU_TEL_a1042_EuLibraries_Zuerich,1037
2020112_Ag_SI_Nat.EContentAggregator_modern_galler,1030
9200224_Ag_EU_TEL_a0635_National_Library_Russia,1027
2058802_Ag_EU_EAGLE_BSR,1022
617_Museu_AssociazioneCulturaleGoTellGo,1021
2023002_Erfgoedplus_be_CAG,1017
2051926_Ag_EU_EUscreenXLCore_1007,1009
0940421_Ag_PL_www.muzeum.leszno.pl,1008
2059511_EU_FD_VilniusComunication,1007
701_EuropeanaFashion_1128,1004
428_TIB_Conferences,1003
2048226_EuropeanaFashion_1049,1002
91928_L_ES_BibCatalunya_comercUPF,1000
2051934_Ag_EU_EUscreenXLCore_1008,998
2064907_GR_ZoggopoulosF,997
2064130_ Museum Schloss Moritzburg Zeitz,994
2023014_Erfgoedplus_be_Wilchar,976
2051937_Ag_EU_EUscreenXLCore_1021,969
2064139_Music Library of Greece_Lilian Voudouri,967
422_DDB_SLM,956
9200351_Ag_EU_TEL_a1167j_eCloud_Croatia,955
525_Photoconsortium_VAZ,954
216_WWI_DCLA_DRI,945
03706_M_FR_CiteMusique_NP_dcterms,940
224_Museu_CNR,930
09902_CH_MediathequeValais_v,917
9200273_Ag_EU_TEL_eCloud_a1205_Edinburgh,917
2059503_EU_FD_CentralInstituteCatalogue,916
2064128_Schlossmuseum Jever,913
9200354_Ag_DK_kb:boeger:ww1,913
2059220_Ag_EU_eSOUNDS_1029_Cresson,910
193_EKT_Frissiras,906
9200205_Ag_EU_TEL_a1133b_EUCollections1418_Italy,905
491_CY_Rialto,900
714_DDB_MAK,891
923_AGRRA,884
2048708_Ag_EU_3D-ICONS_MAP,880
2020720_Ag_EU_CARARE_Cyprus,874
635_DDB__BBW,873
